Timestamp,IP,username,version,task,lightweightmechanical,toughness,strengthstiffness,lowdensity,extremeenvironments,slowdegradationrateswhenexposedtoo2h2oandsalts,thermalexpansioncoefficientmismatch,glasstransitiontemperaturetg,resistancetofracture,reinforcementarchitecture,fibermatrixinterface,polymermatrix,isprepared,crosslinkingdensity,heterogeneity,thechoiceandpreparationofreinforcement,morphology,microstructureofthereinforcementphase,layupandcuring,dispersion,aggregation,orientationofthereinforcement,postlayupannealingandaging,matrixreinforcementinterface,failuremode
12/16/2020 12:50:43,00.000.00.00,Random,1,para,Processing,Processing,Structure,Processing,Structure,Property,Processing,Performance,Performance,Property,Property,Property,Structure,Processing,Structure,Structure,Structure,Property,Structure,Structure,Property,Property,Structure,Property,Processing
12/16/2020 14:09:50,00.000.00.00,Random2,1,para,Processing,Property,Structure,Property,Performance,Property,Property,Property,Performance,Processing,Structure,Structure,Processing,Structure,Structure,Property,Structure,Structure,Processing,Structure,Property,Processing,Structure,Property,Property
12/16/2020 15:44:00,00.000.00.00,Random2,2,para,Structure,Processing,Structure,Processing,Property,Performance,Processing,Processing,Performance,Structure,Property,Processing,Structure,Property,Structure,Processing,Property,Property,Performance,Processing,Property,Structure,Property,Performance,Structure
12/16/2020 14:09:19,00.000.00.00,JonDoe1,2,para,Processing,Property,Property,Property,Performance,Property,Property,Property,Performance,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Structure,Processing,Structure,Property
1/5/2021 13:01:25,00.000.00.00,AGeller01052021,1,para,Processing,Processing,Structure,Property,Property,Structure,Property,Property,Structure,Property,Property,Processing,Processing,Performance,Structure,Structure,Structure,Property,Structure,Performance,Performance,Structure,Property,Structure,Performance
1/5/2021 13:02:09,00.000.00.00,AGeller01052021,2,para,Processing,Processing,Structure,Property,Property,Structure,Property,Property,Structure,Property,Property,Processing,Processing,Performance,Structure,Structure,Structure,Property,Structure,Performance,Performance,Structure,Property,Structure,Performance
1/5/2021 13:14:34,00.000.00.00,Begum_Test,1,para,Performance,Property,Property,Property,Performance,Property,Property,Property,Property,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Processing,Processing,Processing,Processing,Structure,Performance
2/4/2021 10:29:30,00.000.00.00,Answers2Feb2021,1,para,Performance,Property,Property,Property,Performance,Property,Property,Property,Performance,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Structure,Processing,Structure,Property
2/6/2021 14:00:57,00.000.00.00,Answers2Feb2021,2,para,Performance,Property,Property,Property,Performance,Property,Property,Property,Performance,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Structure,Processing,Structure,Property
2/18/2021 9:18:06,00.000.00.00,Jon,1,para,Structure,Property,Property,Structure,Processing,Performance,Structure,Property,Structure,Processing,Property,Property,Structure,Structure,Structure,Property,Performance,Processing,Structure,Property,Property,Structure,Performance,Structure,Property
3/3/2021 15:37:45,00.000.00.00,Answers,1,SDC,,lightweightmechanical resistancetofracture,lightweightmechanical resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture microstructureofthereinforcementphase matrixreinforcementinterface polymermatrix orientationofthereinforcement,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,Answers,2,SDC,,lightweightmechanical resistancetofracture,lightweightmechanical resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture microstructureofthereinforcementphase matrixreinforcementinterface polymermatrix orientationofthereinforcement,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
10/6/2021 12:50:38,00.000.00.00,AaronGeller0,2,SDC,,lightweightmechanical,resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments,resistancetofracture,,failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,polymermatrix,lowdensity slowdegradationrateswhenexposedtoo2h2oandsalts,strengthstiffness,matrixreinforcementinterface orientationofthereinforcement polymermatrix,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion crosslinkingdensity,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller1,1,SDC,,, ,lightweightmechanical,,,extremeenvironments resistancetofracture,,,toughness strengthstiffness failuremode, glasstransitiontemperaturetg,lowdensity,,,strengthstiffness,orientationofthereinforcement,toughness,,,,toughness,toughness,dispersion,toughness strengthstiffness,resistancetofracture
9/16/2021 15:28:51,00.000.00.00,AaronGeller1,2,SDC,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2021 13:35:36,00.000.00.00,AaronGeller2,2,SDC,,lightweightmechanical resistancetofracture,lightweightmechanical,lightweightmechanical,,extremeenvironments,resistancetofracture,extremeenvironments,,toughness failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture orientationofthereinforcement,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller3,1,SDC,,,resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,,lowdensity,,,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller3,2,SDC,,lightweightmechanical resistancetofracture,resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture microstructureofthereinforcementphase matrixreinforcementinterface polymermatrix orientationofthereinforcement,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller4,2,SDC,,resistancetofracture,lightweightmechanical resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,strengthstiffness failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller5,2,SDC,,resistancetofracture,lightweightmechanical,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture polymermatrix orientationofthereinforcement,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion morphology fibermatrixinterface,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller6,2,SDC,,lightweightmechanical resistancetofracture,resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness failuremode,thermalexpansioncoefficientmismatch,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture microstructureofthereinforcementphase,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness,dispersion morphology,toughness strengthstiffness,resistancetofracture
3/3/2021 16:22:34,00.000.00.00,AaronGeller7,1,SDC,,lightweightmechanical,lightweightmechanical,lightweightmechanical,,extremeenvironments,extremeenvironments,extremeenvironments,,toughness strengthstiffness,glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,,reinforcementarchitecture,,,crosslinkingdensity,,,strengthstiffness ,dispersion morphology,toughness strengthstiffness,
3/3/2021 16:22:34,00.000.00.00,AaronGeller7,2,SDC,,lightweightmechanical resistancetofracture,lightweightmechanical resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness,glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,,reinforcementarchitecture microstructureofthereinforcementphase matrixreinforcementinterface polymermatrix orientationofthereinforcement,,slowdegradationrateswhenexposedtoo2h2oandsalts,crosslinkingdensity,,,strengthstiffness toughness,dispersion morphology,toughness strengthstiffness,
5/4/2021 8:27:16,00.000.00.00,chouser,1,para,Performance,Property,Property,Property,Performance,Property,Property,Property,Performance,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Structure,Structure,Structure,Property
9/3/2021 12:48:11,00.000.00.00,chouser,2,para,Performance,Property,Property,Property,Performance,Property,Property,Property,Performance,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Structure,Structure,Processing,Structure,Property
5/4/2021 8:36:05,00.000.00.00,chouser,1,SDC,,,,,,,,,,,,,crosslinkingdensity,,,polymermatrix fibermatrixinterface matrixreinforcementinterface orientationofthereinforcement microstructureofthereinforcementphase morphology heterogeneity,,,reinforcementarchitecture aggregation dispersion heterogeneity,,,,polymermatrix heterogeneity,,
9/3/2021 9:47:19,00.000.00.00,testSept3,1,para,Processing,Structure,Structure,Structure,Property,Structure,Structure,Property,Performance,Property,Property,Property,Processing,Structure,Performance,Structure,Structure,Property,Property,Property,Property,Property,Property,Property,Property
9/3/2021 11:37:30,00.000.00.00,testSept3,2,para,Processing,Structure,Structure,Structure,Property,Structure,Structure,Property,Performance,Property,Property,Property,Processing,Structure,Performance,Structure,Structure,Property,Property,Property,Property,Property,Property,Property,Property
9/3/2021 12:48:27,00.000.00.00,chouser,2,SDC,,,,,,,,,,,,,crosslinkingdensity,,,polymermatrix fibermatrixinterface matrixreinforcementinterface orientationofthereinforcement microstructureofthereinforcementphase morphology heterogeneity,,,reinforcementarchitecture aggregation dispersion heterogeneity,,,,polymermatrix heterogeneity,,
9/3/2021 13:38:22,00.000.00.00,testSept3_v2,1,para,Structure,Property,Processing,Performance,Performance,Property,Processing,Processing,Structure,Processing,Processing,Processing,Structure,Property,Property,Structure,Structure,Performance,Processing,Processing,Processing,Structure,Processing,Performance,Structure
9/16/2021 13:44:52,00.000.00.00,testSept3_v2,2,para,Structure,Property,Processing,Performance,Performance,Property,Processing,Processing,Structure,Processing,Processing,Processing,Structure,Property,Property,Structure,Structure,Performance,Processing,Processing,Processing,Structure,Processing,Performance,Structure
9/3/2021 13:59:44,00.000.00.00,testSept3_v2,1,SDC,,lightweightmechanical,,,,,,extremeenvironments,,,,,crosslinkingdensity,slowdegradationrateswhenexposedtoo2h2oandsalts toughness,,,,thermalexpansioncoefficientmismatch,,,,,,,
9/16/2021 13:45:42,00.000.00.00,testSept3_v2,2,SDC,,lightweightmechanical resistancetofracture,lightweightmechanical resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments resistancetofracture,extremeenvironments,,toughness strengthstiffness failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,aggregation,lowdensity,strengthstiffness,reinforcementarchitecture polymermatrix microstructureofthereinforcementphase orientationofthereinforcement matrixreinforcementinterface,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,crosslinkingdensity heterogeneity,thermalexpansioncoefficientmismatch,toughness,toughness strengthstiffness,fibermatrixinterface morphology dispersion,toughness strengthstiffness,resistancetofracture
9/3/2021 14:45:01,00.000.00.00,testSept3_v3,1,para,Processing,Structure,Structure,Property,Processing,Structure,Property,Processing,Property,Structure,Property,Property,Performance,Property,Property,Processing,Structure,Property,Property,Structure,Property,Structure,Structure,Structure,Performance
9/8/2021 12:17:12,00.000.00.00,testSept8,1,para,Processing,Structure,Processing,Property,Structure,Structure,Structure,Processing,Performance,Performance,Property,Property,Structure,Property,Structure,Processing,Processing,Processing,Processing,Processing,Property,Structure,Processing,Property,Structure
9/10/2021 13:19:32,00.000.00.00,testSept8,2,para,Processing,Structure,Processing,Property,Structure,Structure,Structure,Processing,Performance,Performance,Property,Property,Structure,Property,Structure,Processing,Processing,Processing,Processing,Processing,Property,Structure,Processing,Property,Structure
9/29/2021 9:42:20,00.000.00.00,krshull,1,para,Performance,Property,Property,Property,Performance,Performance,Property,Property,Property,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Processing,Processing,Structure,Structure,Structure,Processing,Structure,Property
9/29/2021 9:42:49,00.000.00.00,krshull,2,para,Performance,Property,Property,Property,Performance,Performance,Property,Property,Property,Structure,Structure,Structure,Processing,Structure,Structure,Processing,Structure,Processing,Processing,Structure,Structure,Structure,Processing,Structure,Property
10/20/2021 20:40:57,00.000.00.00,AaronGeller100,1,para,Processing,Structure,Structure,Property,Structure,Property,Structure,Property,Property,Performance,Performance,Performance,Structure,Property,Property,Property,Performance,Property,Property,Property,Performance,Performance,Performance,Processing,Structure
10/20/2021 20:42:09,00.000.00.00,AaronGeller100,2,para,Processing,Structure,Structure,Property,Structure,Property,Structure,Property,Property,Performance,Performance,Performance,Structure,Property,Property,Property,Performance,Property,Processing,Property,Performance,Structure,Performance,Structure,Structure
10/20/2021 20:42:37,00.000.00.00,AaronGeller100,1,SDC,,,,,,,,extremeenvironments,,,,lowdensity,microstructureofthereinforcementphase,,,orientationofthereinforcement,,slowdegradationrateswhenexposedtoo2h2oandsalts,dispersion,,,,aggregation,,
10/20/2021 20:46:15,00.000.00.00,AaronGeller100,2,SDC,,resistancetofracture lightweightmechanical,resistancetofracture lightweightmechanical,lightweightmechanical,,extremeenvironments,resistancetofracture extremeenvironments,extremeenvironments,,failuremode toughness strengthstiffness,failuremode glasstransitiontemperaturetg thermalexpansioncoefficientmismatch,lowdensity,aggregation,lowdensity,strengthstiffness,orientationofthereinforcement reinforcementarchitecture polymermatrix microstructureofthereinforcementphase matrixreinforcementinterface,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,dispersion crosslinkingdensity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,aggregation fibermatrixinterface morphology dispersion,strengthstiffness toughness,resistancetofracture
10/20/2021 23:27:53,00.000.00.00,AaronGeller0,2,SDC,,lightweightmechanical,resistancetofracture,lightweightmechanical,,extremeenvironments,extremeenvironments,resistancetofracture,,failuremode,thermalexpansioncoefficientmismatch glasstransitiontemperaturetg,lowdensity,polymermatrix,lowdensity slowdegradationrateswhenexposedtoo2h2oandsalts,strengthstiffness,matrixreinforcementinterface orientationofthereinforcement polymermatrix,toughness,slowdegradationrateswhenexposedtoo2h2oandsalts,heterogeneity,thermalexpansioncoefficientmismatch,toughness,strengthstiffness toughness,dispersion crosslinkingdensity,toughness strengthstiffness,resistancetofracture
